Datetime	Open	High	Low	Close	tick_volume
1542889800	1.14256	1.14337	1.14227	1.14241	1846
1542890700	1.14241	1.14263	1.14131	1.14148	1149
1542891600	1.14148	1.14193	1.14101	1.14117	884
1542892500	1.14117	1.14152	1.13977	1.14076	1302
1542893400	1.14076	1.14151	1.14063	1.1414	726
1542894300	1.14139	1.142	1.14109	1.14192	781
1542895200	1.14192	1.14193	1.14118	1.14142	1031
1542896100	1.14142	1.14163	1.1411	1.14111	617
1542897000	1.14111	1.14139	1.14031	1.14065	925
1542897900	1.14065	1.1413	1.14042	1.14057	804
1542898800	1.14056	1.14066	1.14013	1.14022	841
1542899700	1.1402	1.14058	1.14011	1.14028	702
1542900600	1.14028	1.14049	1.14018	1.14034	453
1542901500	1.14034	1.14052	1.14018	1.14028	452
1542902400	1.14028	1.14047	1.14009	1.14038	380
1542903300	1.14037	1.14124	1.14035	1.1412	553
1542904200	1.14119	1.14133	1.14077	1.14077	519
1542905100	1.14078	1.14093	1.14021	1.14035	492
1542906000	1.14035	1.14091	1.13921	1.1409	833
1542906900	1.14086	1.14111	1.14025	1.14035	730
1542907800	1.14035	1.14056	1.13973	1.14018	696
1542908700	1.14018	1.14086	1.13907	1.14058	1052
1542909600	1.14058	1.1408	1.14009	1.14022	942
1542910500	1.14022	1.14034	1.13986	1.14017	342
1542911400	1.14017	1.14039	1.13993	1.14037	428
1542912300	1.14037	1.14078	1.14033	1.14075	428
1542913200	1.14075	1.1409	1.14047	1.14051	306
1542914100	1.14051	1.14096	1.14027	1.14032	549
1542915000	1.14032	1.14049	1.14028	1.14038	229
1542915900	1.14038	1.14078	1.13992	1.14073	349
1542916800	1.14076	1.14079	1.14035	1.14074	986
1542917700	1.14074	1.14075	1.14045	1.14073	268
1542918600	1.14072	1.14072	1.1406	1.14068	234
1542919500	1.14068	1.14078	1.14034	1.14078	255
1542920400	1.14078	1.14083	1.14042	1.14056	752
1542921300	1.14056	1.14066	1.14052	1.14063	263
1542922200	1.14063	1.14064	1.14049	1.14055	1995
1542923100	1.14055	1.1406	1.14007	1.1405	1223
1542924000	1.1405	1.14053	1.14026	1.14041	678
1542924900	1.14041	1.14051	1.14025	1.14043	599
1542925800	1.14043	1.14061	1.14042	1.14052	505
1542926700	1.14052	1.14052	1.14031	1.14046	625
1542927600	1.14045	1.1406	1.14028	1.14045	650
1542928500	1.14045	1.14073	1.14002	1.14017	770
1542929400	1.14017	1.14056	1.14001	1.14019	395
1542930300	1.14019	1.14039	1.13998	1.14005	154
1542931200	1.14003	1.14069	1.14001	1.14027	75
1542932100	1.14027	1.14052	1.14002	1.14033	249
1542933000	1.14033	1.14056	1.14013	1.14056	97
1542933900	1.14056	1.14062	1.14025	1.14036	297
1542934800	1.14036	1.14046	1.14005	1.14021	313
1542935700	1.1402	1.14031	1.1401	1.14019	181
1542936600	1.14019	1.14032	1.14005	1.14005	179
1542937500	1.14005	1.14032	1.14002	1.14023	129
1542938400	1.14023	1.14034	1.14011	1.14027	172
1542939300	1.14027	1.14038	1.14019	1.14023	167
1542940200	1.14024	1.14031	1.14007	1.14023	133
1542941100	1.14023	1.14054	1.14013	1.14045	145
1542942000	1.14045	1.14057	1.14032	1.14042	270
1542942900	1.14042	1.14055	1.14038	1.14052	165
1542943800	1.14052	1.14075	1.14044	1.14073	257
1542944700	1.14073	1.14073	1.14034	1.14065	309
1542945600	1.14065	1.14066	1.14037	1.14039	287
1542946500	1.14039	1.14095	1.14032	1.14092	336
1542947400	1.14092	1.1412	1.14078	1.14102	310
1542948300	1.14102	1.14109	1.14082	1.14087	207
1542949200	1.14086	1.14113	1.14069	1.14098	284
1542950100	1.14097	1.14114	1.14089	1.14108	289
1542951000	1.14108	1.14135	1.14098	1.1413	234
1542951900	1.1413	1.14156	1.14127	1.14134	336
1542952800	1.14133	1.14159	1.14133	1.14148	314
1542953700	1.14148	1.14157	1.14143	1.14153	177
1542954600	1.14153	1.14158	1.14133	1.14145	161
1542955500	1.14146	1.14148	1.1413	1.14132	151
1542956400	1.14132	1.14152	1.14127	1.1413	200
1542957300	1.14129	1.14164	1.14125	1.14158	349
1542958200	1.14158	1.14159	1.14134	1.14137	288
1542959100	1.14138	1.14154	1.14123	1.1414	259
1542960000	1.14142	1.14143	1.141	1.14114	258
1542960900	1.1411	1.1415	1.14098	1.14129	161
1542961800	1.14129	1.14208	1.14109	1.14183	312
1542962700	1.14183	1.14185	1.14103	1.14128	426
1542963600	1.14127	1.14155	1.14077	1.1414	713
1542964500	1.1414	1.14151	1.14097	1.14109	611
1542965400	1.14109	1.14168	1.14063	1.14123	594
1542966300	1.14123	1.14132	1.14103	1.14126	446
1542967200	1.14127	1.14183	1.14083	1.14099	1078
1542968100	1.14098	1.14131	1.14063	1.14105	763
1542969000	1.1408	1.1408	1.13653	1.13723	2959
1542969900	1.13724	1.13729	1.13648	1.13696	1288
1542970800	1.13697	1.13785	1.1366	1.13774	1195
1542971700	1.13774	1.13842	1.13739	1.13799	1004
1542972600	1.138	1.13803	1.13737	1.13754	839
1542973500	1.13754	1.13797	1.13738	1.13738	667
1542974400	1.13739	1.13797	1.13738	1.13755	734
1542975300	1.13754	1.13754	1.13667	1.1367	740
1542976200	1.13669	1.13681	1.13523	1.13568	1373
1542977100	1.13568	1.13571	1.13459	1.13492	1081
1542978000	1.13492	1.13499	1.13429	1.13446	910
1542978900	1.13446	1.13471	1.13371	1.13432	1010
1542979800	1.13432	1.13517	1.13432	1.13516	822
1542980700	1.13516	1.13524	1.13462	1.13474	1287
1542981600	1.13474	1.13525	1.13451	1.13515	907
1542982500	1.13515	1.13578	1.13507	1.1356	763
1542983400	1.13561	1.13598	1.13508	1.13565	666
1542984300	1.13565	1.13588	1.13478	1.13479	826
1542985200	1.13478	1.13552	1.13468	1.1351	809
1542986100	1.1351	1.13511	1.13406	1.13424	1277
1542987000	1.13424	1.13497	1.13386	1.13496	1271
1542987900	1.13498	1.13573	1.13478	1.13504	1019
1542988800	1.13505	1.13568	1.13495	1.13519	929
1542989700	1.13519	1.13548	1.1348	1.13502	876
1542990600	1.13503	1.13553	1.13468	1.13518	991
1542991500	1.13519	1.1354	1.13437	1.13464	1205
1542992400	1.13463	1.13508	1.13437	1.13488	918
1542993300	1.13488	1.13531	1.13463	1.13513	881
1542994200	1.13513	1.1355	1.13505	1.1352	786
1542995100	1.1352	1.13588	1.13421	1.13425	1720
1542996000	1.13425	1.13449	1.13339	1.13383	1500
1542996900	1.13383	1.13413	1.13346	1.1336	748
1542997800	1.1336	1.13398	1.13334	1.1335	632
1542998700	1.1335	1.1336	1.13311	1.13321	684
1542999600	1.13321	1.13362	1.13308	1.13334	549
1543000500	1.13334	1.13352	1.13311	1.13335	462
1543001400	1.13335	1.13391	1.13321	1.13381	463
1543002300	1.13381	1.13385	1.13335	1.13344	355
1543003200	1.13343	1.13344	1.13311	1.13322	279
1543004100	1.13321	1.13322	1.13305	1.13307	173
1543005000	1.13307	1.13314	1.13304	1.13308	180
1543005900	1.13307	1.13314	1.13296	1.13297	186
1543006800	1.13298	1.13303	1.13288	1.13303	158
